GID	DOI	DOI_GLIS_url
6415558	"No DOI assigned"	"No DOI assigned"
6415560	"10.18730/C3P5R"	"https://ssl.fao.org/glis/doi/10.18730/C3P5R"
6415563	"10.18730/C3DD3"	"https://ssl.fao.org/glis/doi/10.18730/C3DD3"
6415566	"No DOI assigned"	"No DOI assigned"
6415567	"No DOI assigned"	"No DOI assigned"
6415568	"10.18730/C3DE4"	"https://ssl.fao.org/glis/doi/10.18730/C3DE4"
6415571	"No DOI assigned"	"No DOI assigned"
6415575	"10.18730/C3DF5"	"https://ssl.fao.org/glis/doi/10.18730/C3DF5"
6415581	"No DOI assigned"	"No DOI assigned"
6415582	"No DOI assigned"	"No DOI assigned"
6415583	"No DOI assigned"	"No DOI assigned"
6415584	"10.18730/C3DG6"	"https://ssl.fao.org/glis/doi/10.18730/C3DG6"
6415627	"10.18730/C355="	"https://ssl.fao.org/glis/doi/10.18730/C355="
6415629	"10.18730/C3DH7"	"https://ssl.fao.org/glis/doi/10.18730/C3DH7"
6415630	"10.18730/C3P6S"	"https://ssl.fao.org/glis/doi/10.18730/C3P6S"
6415635	"No DOI assigned"	"No DOI assigned"
6415637	"No DOI assigned"	"No DOI assigned"
6415640	"10.18730/C3DJ8"	"https://ssl.fao.org/glis/doi/10.18730/C3DJ8"
6415641	"10.18730/C3DK9"	"https://ssl.fao.org/glis/doi/10.18730/C3DK9"
6415642	"10.18730/C3P7T"	"https://ssl.fao.org/glis/doi/10.18730/C3P7T"
6415645	"10.18730/C3DNB"	"https://ssl.fao.org/glis/doi/10.18730/C3DNB"
6415661	"No DOI assigned"	"No DOI assigned"
6415662	"10.18730/C3DQD"	"https://ssl.fao.org/glis/doi/10.18730/C3DQD"
6415664	"No DOI assigned"	"No DOI assigned"
6415677	"No DOI assigned"	"No DOI assigned"
6415698	"No DOI assigned"	"No DOI assigned"
6415715	"No DOI assigned"	"No DOI assigned"
6415726	"10.18730/C3DTG"	"https://ssl.fao.org/glis/doi/10.18730/C3DTG"
6415730	"10.18730/C3DVH"	"https://ssl.fao.org/glis/doi/10.18730/C3DVH"
6415735	"No DOI assigned"	"No DOI assigned"
6415737	"No DOI assigned"	"No DOI assigned"
6415738	"No DOI assigned"	"No DOI assigned"
6415750	"10.18730/C3P8V"	"https://ssl.fao.org/glis/doi/10.18730/C3P8V"
6415761	"10.18730/C356U"	"https://ssl.fao.org/glis/doi/10.18730/C356U"
6415773	"No DOI assigned"	"No DOI assigned"
6415783	"No DOI assigned"	"No DOI assigned"
6415784	"No DOI assigned"	"No DOI assigned"
6415823	"10.18730/C3DWJ"	"https://ssl.fao.org/glis/doi/10.18730/C3DWJ"
6415824	"No DOI assigned"	"No DOI assigned"
6415825	"10.18730/C3DXK"	"https://ssl.fao.org/glis/doi/10.18730/C3DXK"
6415827	"10.18730/C3570"	"https://ssl.fao.org/glis/doi/10.18730/C3570"
6415832	"10.18730/C3DYM"	"https://ssl.fao.org/glis/doi/10.18730/C3DYM"
6415837	"10.18730/C585~"	"https://ssl.fao.org/glis/doi/10.18730/C585~"
6415842	"10.18730/C3E1Q"	"https://ssl.fao.org/glis/doi/10.18730/C3E1Q"
6415845	"No DOI assigned"	"No DOI assigned"
6415849	"10.18730/C3E2R"	"https://ssl.fao.org/glis/doi/10.18730/C3E2R"
6415851	"10.18730/C3E3S"	"https://ssl.fao.org/glis/doi/10.18730/C3E3S"
6415855	"No DOI assigned"	"No DOI assigned"
6415858	"10.18730/C3581"	"https://ssl.fao.org/glis/doi/10.18730/C3581"
6415859	"No DOI assigned"	"No DOI assigned"
6415872	"No DOI assigned"	"No DOI assigned"
6415882	"10.18730/C3592"	"https://ssl.fao.org/glis/doi/10.18730/C3592"
6415893	"10.18730/C3E9Z"	"https://ssl.fao.org/glis/doi/10.18730/C3E9Z"
6415898	"10.18730/C3EA*"	"https://ssl.fao.org/glis/doi/10.18730/C3EA*"
6415905	"No DOI assigned"	"No DOI assigned"
6415906	"10.18730/C3EB~"	"https://ssl.fao.org/glis/doi/10.18730/C3EB~"
6415909	"10.18730/C3EC$"	"https://ssl.fao.org/glis/doi/10.18730/C3EC$"
6415910	"10.18730/C3ED="	"https://ssl.fao.org/glis/doi/10.18730/C3ED="
6415912	"10.18730/C3EEU"	"https://ssl.fao.org/glis/doi/10.18730/C3EEU"
6415913	"10.18730/C3EF0"	"https://ssl.fao.org/glis/doi/10.18730/C3EF0"
6415915	"10.18730/C3EG1"	"https://ssl.fao.org/glis/doi/10.18730/C3EG1"
6415924	"10.18730/C35A3"	"https://ssl.fao.org/glis/doi/10.18730/C35A3"
6415930	"No DOI assigned"	"No DOI assigned"
6415934	"10.18730/C3EH2"	"https://ssl.fao.org/glis/doi/10.18730/C3EH2"
6415939	"10.18730/C3EJ3"	"https://ssl.fao.org/glis/doi/10.18730/C3EJ3"
6415941	"No DOI assigned"	"No DOI assigned"
6415953	"No DOI assigned"	"No DOI assigned"
6415960	"No DOI assigned"	"No DOI assigned"
6415968	"10.18730/C3ESA"	"https://ssl.fao.org/glis/doi/10.18730/C3ESA"
6415972	"No DOI assigned"	"No DOI assigned"
6415997	"No DOI assigned"	"No DOI assigned"
6416003	"No DOI assigned"	"No DOI assigned"
6416007	"10.18730/C3ETB"	"https://ssl.fao.org/glis/doi/10.18730/C3ETB"
6416011	"10.18730/C35B4"	"https://ssl.fao.org/glis/doi/10.18730/C35B4"
6416012	"No DOI assigned"	"No DOI assigned"
6416014	"10.18730/C3EVC"	"https://ssl.fao.org/glis/doi/10.18730/C3EVC"
6416019	"No DOI assigned"	"No DOI assigned"
6416022	"No DOI assigned"	"No DOI assigned"
6416041	"No DOI assigned"	"No DOI assigned"
6416045	"No DOI assigned"	"No DOI assigned"
6416058	"10.18730/C3E6W"	"https://ssl.fao.org/glis/doi/10.18730/C3E6W"
6416061	"10.18730/C3E7X"	"https://ssl.fao.org/glis/doi/10.18730/C3E7X"
6416076	"No DOI assigned"	"No DOI assigned"
6416079	"No DOI assigned"	"No DOI assigned"
6416080	"No DOI assigned"	"No DOI assigned"
6416091	"10.18730/C3E8Y"	"https://ssl.fao.org/glis/doi/10.18730/C3E8Y"
6416107	"No DOI assigned"	"No DOI assigned"
6416131	"No DOI assigned"	"No DOI assigned"
6416149	"No DOI assigned"	"No DOI assigned"
6416157	"No DOI assigned"	"No DOI assigned"
6416158	"No DOI assigned"	"No DOI assigned"
6416161	"10.18730/C4T4W"	"https://ssl.fao.org/glis/doi/10.18730/C4T4W"
6416163	"10.18730/C3EP7"	"https://ssl.fao.org/glis/doi/10.18730/C3EP7"
6416164	"No DOI assigned"	"No DOI assigned"
6416166	"No DOI assigned"	"No DOI assigned"
6416168	"No DOI assigned"	"No DOI assigned"
6416169	"10.18730/C3EQ8"	"https://ssl.fao.org/glis/doi/10.18730/C3EQ8"
6416174	"No DOI assigned"	"No DOI assigned"
6416175	"No DOI assigned"	"No DOI assigned"
6416186	"No DOI assigned"	"No DOI assigned"
6416188	"10.18730/C586$"	"https://ssl.fao.org/glis/doi/10.18730/C586$"
6416193	"No DOI assigned"	"No DOI assigned"
6416201	"No DOI assigned"	"No DOI assigned"
6416204	"No DOI assigned"	"No DOI assigned"
6416205	"No DOI assigned"	"No DOI assigned"
6416206	"No DOI assigned"	"No DOI assigned"
6416207	"No DOI assigned"	"No DOI assigned"
6416214	"No DOI assigned"	"No DOI assigned"
6416218	"No DOI assigned"	"No DOI assigned"
6416219	"No DOI assigned"	"No DOI assigned"
6416220	"No DOI assigned"	"No DOI assigned"
6416221	"No DOI assigned"	"No DOI assigned"
6416231	"10.18730/C3EWD"	"https://ssl.fao.org/glis/doi/10.18730/C3EWD"
6416236	"No DOI assigned"	"No DOI assigned"
6416242	"No DOI assigned"	"No DOI assigned"
6416243	"No DOI assigned"	"No DOI assigned"
6416247	"No DOI assigned"	"No DOI assigned"
6416277	"10.18730/C3EXE"	"https://ssl.fao.org/glis/doi/10.18730/C3EXE"
6416282	"No DOI assigned"	"No DOI assigned"
6416285	"No DOI assigned"	"No DOI assigned"
6416289	"No DOI assigned"	"No DOI assigned"
6416291	"10.18730/C3EYF"	"https://ssl.fao.org/glis/doi/10.18730/C3EYF"
6416306	"No DOI assigned"	"No DOI assigned"
6416313	"No DOI assigned"	"No DOI assigned"
6416314	"No DOI assigned"	"No DOI assigned"
6416328	"No DOI assigned"	"No DOI assigned"
6416337	"No DOI assigned"	"No DOI assigned"
6416342	"10.18730/C3EZG"	"https://ssl.fao.org/glis/doi/10.18730/C3EZG"
6416370	"No DOI assigned"	"No DOI assigned"
6416382	"10.18730/C3PAX"	"https://ssl.fao.org/glis/doi/10.18730/C3PAX"
6416392	"No DOI assigned"	"No DOI assigned"
6416473	"No DOI assigned"	"No DOI assigned"
6416477	"10.18730/C3F5P"	"https://ssl.fao.org/glis/doi/10.18730/C3F5P"
6416482	"10.18730/C35C5"	"https://ssl.fao.org/glis/doi/10.18730/C35C5"
6416507	"10.18730/C3PBY"	"https://ssl.fao.org/glis/doi/10.18730/C3PBY"
6416509	"10.18730/C3F6Q"	"https://ssl.fao.org/glis/doi/10.18730/C3F6Q"
6416528	"10.18730/C3F8S"	"https://ssl.fao.org/glis/doi/10.18730/C3F8S"
6416530	"10.18730/C3F9T"	"https://ssl.fao.org/glis/doi/10.18730/C3F9T"
6416533	"10.18730/C4T6Y"	"https://ssl.fao.org/glis/doi/10.18730/C4T6Y"
6416540	"No DOI assigned"	"No DOI assigned"
6416548	"10.18730/C4WV4"	"https://ssl.fao.org/glis/doi/10.18730/C4WV4"
6416549	"No DOI assigned"	"No DOI assigned"
6416598	"10.18730/C3FBW"	"https://ssl.fao.org/glis/doi/10.18730/C3FBW"
6416745	"No DOI assigned"	"No DOI assigned"
6416774	"No DOI assigned"	"No DOI assigned"
6416805	"10.18730/C38V5"	"https://ssl.fao.org/glis/doi/10.18730/C38V5"
6416806	"10.18730/C38W6"	"https://ssl.fao.org/glis/doi/10.18730/C38W6"
6416831	"No DOI assigned"	"No DOI assigned"
6416837	"No DOI assigned"	"No DOI assigned"
6416861	"No DOI assigned"	"No DOI assigned"
6416867	"No DOI assigned"	"No DOI assigned"
6416878	"No DOI assigned"	"No DOI assigned"
6416909	"10.18730/C4T1S"	"https://ssl.fao.org/glis/doi/10.18730/C4T1S"
6416913	"No DOI assigned"	"No DOI assigned"
6416921	"No DOI assigned"	"No DOI assigned"
6416926	"No DOI assigned"	"No DOI assigned"
6416942	"10.18730/C34VS"	"https://ssl.fao.org/glis/doi/10.18730/C34VS"
6416948	"10.18730/C3NWF"	"https://ssl.fao.org/glis/doi/10.18730/C3NWF"
6416951	"10.18730/C3B88"	"https://ssl.fao.org/glis/doi/10.18730/C3B88"
6416954	"10.18730/C34WT"	"https://ssl.fao.org/glis/doi/10.18730/C34WT"
6416955	"No DOI assigned"	"No DOI assigned"
6416956	"10.18730/C3B99"	"https://ssl.fao.org/glis/doi/10.18730/C3B99"
6416996	"No DOI assigned"	"No DOI assigned"
6416997	"No DOI assigned"	"No DOI assigned"
6416998	"10.18730/C3BEE"	"https://ssl.fao.org/glis/doi/10.18730/C3BEE"
6416999	"No DOI assigned"	"No DOI assigned"
6417001	"No DOI assigned"	"No DOI assigned"
6417002	"No DOI assigned"	"No DOI assigned"
6417015	"No DOI assigned"	"No DOI assigned"
6417045	"10.18730/C3BSS"	"https://ssl.fao.org/glis/doi/10.18730/C3BSS"
6417048	"10.18730/C3NYH"	"https://ssl.fao.org/glis/doi/10.18730/C3NYH"
6417073	"No DOI assigned"	"No DOI assigned"
6417075	"No DOI assigned"	"No DOI assigned"
6417076	"10.18730/C3BYY"	"https://ssl.fao.org/glis/doi/10.18730/C3BYY"
6417079	"No DOI assigned"	"No DOI assigned"
6417086	"10.18730/C3BZZ"	"https://ssl.fao.org/glis/doi/10.18730/C3BZZ"
6417088	"No DOI assigned"	"No DOI assigned"
6417098	"No DOI assigned"	"No DOI assigned"
6417106	"No DOI assigned"	"No DOI assigned"
6417107	"10.18730/C3C4U"	"https://ssl.fao.org/glis/doi/10.18730/C3C4U"
6417110	"No DOI assigned"	"No DOI assigned"
6417111	"No DOI assigned"	"No DOI assigned"
6417112	"10.18730/C3C50"	"https://ssl.fao.org/glis/doi/10.18730/C3C50"
6417113	"10.18730/C350Y"	"https://ssl.fao.org/glis/doi/10.18730/C350Y"
6417114	"10.18730/C3C61"	"https://ssl.fao.org/glis/doi/10.18730/C3C61"
6417115	"No DOI assigned"	"No DOI assigned"
6417116	"10.18730/C3C72"	"https://ssl.fao.org/glis/doi/10.18730/C3C72"
6417117	"10.18730/C351Z"	"https://ssl.fao.org/glis/doi/10.18730/C351Z"
6417122	"No DOI assigned"	"No DOI assigned"
6417132	"No DOI assigned"	"No DOI assigned"
6417135	"No DOI assigned"	"No DOI assigned"
6417137	"No DOI assigned"	"No DOI assigned"
6417139	"No DOI assigned"	"No DOI assigned"
6417140	"10.18730/C3P0K"	"https://ssl.fao.org/glis/doi/10.18730/C3P0K"
6417141	"10.18730/C4T2T"	"https://ssl.fao.org/glis/doi/10.18730/C4T2T"
6417157	"10.18730/C3CTN"	"https://ssl.fao.org/glis/doi/10.18730/C3CTN"
6417158	"No DOI assigned"	"No DOI assigned"
6417159	"10.18730/C3CVP"	"https://ssl.fao.org/glis/doi/10.18730/C3CVP"
6417160	"10.18730/C3CWQ"	"https://ssl.fao.org/glis/doi/10.18730/C3CWQ"
6417161	"No DOI assigned"	"No DOI assigned"
6417169	"No DOI assigned"	"No DOI assigned"
6417171	"No DOI assigned"	"No DOI assigned"
6417172	"10.18730/C3CYS"	"https://ssl.fao.org/glis/doi/10.18730/C3CYS"
6417173	"No DOI assigned"	"No DOI assigned"
6417174	"10.18730/C3CZT"	"https://ssl.fao.org/glis/doi/10.18730/C3CZT"
6417177	"10.18730/C3D0V"	"https://ssl.fao.org/glis/doi/10.18730/C3D0V"
6417178	"No DOI assigned"	"No DOI assigned"
6417197	"10.18730/C3D7$"	"https://ssl.fao.org/glis/doi/10.18730/C3D7$"
6417199	"10.18730/C3D8="	"https://ssl.fao.org/glis/doi/10.18730/C3D8="
6417202	"10.18730/C3P4Q"	"https://ssl.fao.org/glis/doi/10.18730/C3P4Q"
6417209	"10.18730/C353~"	"https://ssl.fao.org/glis/doi/10.18730/C353~"
6417213	"10.18730/C354$"	"https://ssl.fao.org/glis/doi/10.18730/C354$"
6417216	"No DOI assigned"	"No DOI assigned"
6417248	"10.18730/C3DMA"	"https://ssl.fao.org/glis/doi/10.18730/C3DMA"
6417259	"No DOI assigned"	"No DOI assigned"
6417262	"10.18730/C3DPC"	"https://ssl.fao.org/glis/doi/10.18730/C3DPC"
6417274	"No DOI assigned"	"No DOI assigned"
6417282	"10.18730/C3DRE"	"https://ssl.fao.org/glis/doi/10.18730/C3DRE"
6417283	"10.18730/C3DSF"	"https://ssl.fao.org/glis/doi/10.18730/C3DSF"
6417300	"No DOI assigned"	"No DOI assigned"
6417331	"No DOI assigned"	"No DOI assigned"
6417332	"10.18730/C3DZN"	"https://ssl.fao.org/glis/doi/10.18730/C3DZN"
6417334	"No DOI assigned"	"No DOI assigned"
6417335	"No DOI assigned"	"No DOI assigned"
6417336	"10.18730/C3E0P"	"https://ssl.fao.org/glis/doi/10.18730/C3E0P"
6417342	"No DOI assigned"	"No DOI assigned"
6417351	"10.18730/C3E4T"	"https://ssl.fao.org/glis/doi/10.18730/C3E4T"
6417352	"10.18730/C3E5V"	"https://ssl.fao.org/glis/doi/10.18730/C3E5V"
6417393	"10.18730/C3EK4"	"https://ssl.fao.org/glis/doi/10.18730/C3EK4"
6417394	"No DOI assigned"	"No DOI assigned"
6417399	"10.18730/C3EM5"	"https://ssl.fao.org/glis/doi/10.18730/C3EM5"
6417408	"10.18730/C3EN6"	"https://ssl.fao.org/glis/doi/10.18730/C3EN6"
6417412	"No DOI assigned"	"No DOI assigned"
6417415	"10.18730/C3ER9"	"https://ssl.fao.org/glis/doi/10.18730/C3ER9"
6417416	"No DOI assigned"	"No DOI assigned"
6417430	"No DOI assigned"	"No DOI assigned"
6417434	"No DOI assigned"	"No DOI assigned"
6417436	"10.18730/C57ZV"	"https://ssl.fao.org/glis/doi/10.18730/C57ZV"
6417445	"No DOI assigned"	"No DOI assigned"
6417449	"No DOI assigned"	"No DOI assigned"
6417455	"10.18730/C3F4N"	"https://ssl.fao.org/glis/doi/10.18730/C3F4N"
6417467	"10.18730/C3F7R"	"https://ssl.fao.org/glis/doi/10.18730/C3F7R"
6417471	"10.18730/C3FAV"	"https://ssl.fao.org/glis/doi/10.18730/C3FAV"
6417472	"10.18730/C3PCZ"	"https://ssl.fao.org/glis/doi/10.18730/C3PCZ"
6417479	"10.18730/C3PD*"	"https://ssl.fao.org/glis/doi/10.18730/C3PD*"
6417503	"10.18730/C5T0C"	"https://ssl.fao.org/glis/doi/10.18730/C5T0C"
6417521	"No DOI assigned"	"No DOI assigned"
6417531	"No DOI assigned"	"No DOI assigned"
6417533	"No DOI assigned"	"No DOI assigned"
6417535	"No DOI assigned"	"No DOI assigned"
6417555	"10.18730/C37H0"	"https://ssl.fao.org/glis/doi/10.18730/C37H0"
6417556	"No DOI assigned"	"No DOI assigned"
6417557	"10.18730/C37J1"	"https://ssl.fao.org/glis/doi/10.18730/C37J1"
6417563	"10.18730/C37K2"	"https://ssl.fao.org/glis/doi/10.18730/C37K2"
6417571	"10.18730/C37Q6"	"https://ssl.fao.org/glis/doi/10.18730/C37Q6"
6417572	"10.18730/C3497"	"https://ssl.fao.org/glis/doi/10.18730/C3497"
6417573	"No DOI assigned"	"No DOI assigned"
6417575	"No DOI assigned"	"No DOI assigned"
6417579	"No DOI assigned"	"No DOI assigned"
6417583	"10.18730/C34A8"	"https://ssl.fao.org/glis/doi/10.18730/C34A8"
6417585	"No DOI assigned"	"No DOI assigned"
6417588	"10.18730/C37T9"	"https://ssl.fao.org/glis/doi/10.18730/C37T9"
6417589	"10.18730/C37VA"	"https://ssl.fao.org/glis/doi/10.18730/C37VA"
6417590	"10.18730/C34B9"	"https://ssl.fao.org/glis/doi/10.18730/C34B9"
6417592	"10.18730/C37WB"	"https://ssl.fao.org/glis/doi/10.18730/C37WB"
6417596	"No DOI assigned"	"No DOI assigned"
6417602	"No DOI assigned"	"No DOI assigned"
6417603	"No DOI assigned"	"No DOI assigned"
6417608	"10.18730/C37YD"	"https://ssl.fao.org/glis/doi/10.18730/C37YD"
6417611	"10.18730/C57VQ"	"https://ssl.fao.org/glis/doi/10.18730/C57VQ"
6417612	"10.18730/C381G"	"https://ssl.fao.org/glis/doi/10.18730/C381G"
6417622	"No DOI assigned"	"No DOI assigned"
6417645	"No DOI assigned"	"No DOI assigned"
6417648	"No DOI assigned"	"No DOI assigned"
6417649	"10.18730/C34EC"	"https://ssl.fao.org/glis/doi/10.18730/C34EC"
6417650	"No DOI assigned"	"No DOI assigned"
6417651	"No DOI assigned"	"No DOI assigned"
6417653	"10.18730/C34FD"	"https://ssl.fao.org/glis/doi/10.18730/C34FD"
6417658	"10.18730/C3NK6"	"https://ssl.fao.org/glis/doi/10.18730/C3NK6"
6417659	"No DOI assigned"	"No DOI assigned"
6417665	"No DOI assigned"	"No DOI assigned"
6417685	"No DOI assigned"	"No DOI assigned"
6417709	"No DOI assigned"	"No DOI assigned"
6417713	"10.18730/C38DW"	"https://ssl.fao.org/glis/doi/10.18730/C38DW"
6417722	"No DOI assigned"	"No DOI assigned"
6417733	"10.18730/C38J~"	"https://ssl.fao.org/glis/doi/10.18730/C38J~"
6417748	"No DOI assigned"	"No DOI assigned"
6417753	"10.18730/C38NU"	"https://ssl.fao.org/glis/doi/10.18730/C38NU"
6417757	"No DOI assigned"	"No DOI assigned"
6417765	"10.18730/C3NM7"	"https://ssl.fao.org/glis/doi/10.18730/C3NM7"
6417767	"No DOI assigned"	"No DOI assigned"
6417770	"10.18730/C38Q1"	"https://ssl.fao.org/glis/doi/10.18730/C38Q1"
6417771	"No DOI assigned"	"No DOI assigned"
6417775	"10.18730/C38R2"	"https://ssl.fao.org/glis/doi/10.18730/C38R2"
6417778	"10.18730/C4STJ"	"https://ssl.fao.org/glis/doi/10.18730/C4STJ"
6417781	"No DOI assigned"	"No DOI assigned"
6417784	"No DOI assigned"	"No DOI assigned"
6417785	"10.18730/C38S3"	"https://ssl.fao.org/glis/doi/10.18730/C38S3"
6417790	"10.18730/C38X7"	"https://ssl.fao.org/glis/doi/10.18730/C38X7"
6417794	"10.18730/C34JG"	"https://ssl.fao.org/glis/doi/10.18730/C34JG"
6417800	"No DOI assigned"	"No DOI assigned"
6417811	"No DOI assigned"	"No DOI assigned"
6417817	"10.18730/C4SVK"	"https://ssl.fao.org/glis/doi/10.18730/C4SVK"
6417819	"10.18730/C392C"	"https://ssl.fao.org/glis/doi/10.18730/C392C"
6417822	"10.18730/C393D"	"https://ssl.fao.org/glis/doi/10.18730/C393D"
6417823	"No DOI assigned"	"No DOI assigned"
6417837	"No DOI assigned"	"No DOI assigned"
6417838	"10.18730/C394E"	"https://ssl.fao.org/glis/doi/10.18730/C394E"
6417848	"10.18730/C397H"	"https://ssl.fao.org/glis/doi/10.18730/C397H"
6417849	"No DOI assigned"	"No DOI assigned"
6417851	"No DOI assigned"	"No DOI assigned"
6417853	"No DOI assigned"	"No DOI assigned"
6417857	"10.18730/C399K"	"https://ssl.fao.org/glis/doi/10.18730/C399K"
6417860	"10.18730/C39AM"	"https://ssl.fao.org/glis/doi/10.18730/C39AM"
6417865	"No DOI assigned"	"No DOI assigned"
6417873	"No DOI assigned"	"No DOI assigned"
6417875	"10.18730/C39DQ"	"https://ssl.fao.org/glis/doi/10.18730/C39DQ"
6417876	"10.18730/C39ER"	"https://ssl.fao.org/glis/doi/10.18730/C39ER"
6417882	"No DOI assigned"	"No DOI assigned"
6417883	"10.18730/C39FS"	"https://ssl.fao.org/glis/doi/10.18730/C39FS"
6417884	"No DOI assigned"	"No DOI assigned"
6417885	"10.18730/C39GT"	"https://ssl.fao.org/glis/doi/10.18730/C39GT"
6417894	"No DOI assigned"	"No DOI assigned"
6417919	"No DOI assigned"	"No DOI assigned"
6417920	"No DOI assigned"	"No DOI assigned"
6417921	"No DOI assigned"	"No DOI assigned"
6417928	"No DOI assigned"	"No DOI assigned"
6417929	"10.18730/C39W1"	"https://ssl.fao.org/glis/doi/10.18730/C39W1"
6417930	"No DOI assigned"	"No DOI assigned"
6417933	"No DOI assigned"	"No DOI assigned"
6417941	"No DOI assigned"	"No DOI assigned"
6417942	"10.18730/C3NRB"	"https://ssl.fao.org/glis/doi/10.18730/C3NRB"
6417950	"No DOI assigned"	"No DOI assigned"
6417960	"10.18730/C5TAP"	"https://ssl.fao.org/glis/doi/10.18730/C5TAP"
6417971	"No DOI assigned"	"No DOI assigned"
6417985	"10.18730/C3A49"	"https://ssl.fao.org/glis/doi/10.18730/C3A49"
6417987	"No DOI assigned"	"No DOI assigned"
6418011	"10.18730/C4SYP"	"https://ssl.fao.org/glis/doi/10.18730/C4SYP"
6418016	"No DOI assigned"	"No DOI assigned"
6418038	"No DOI assigned"	"No DOI assigned"
6418054	"No DOI assigned"	"No DOI assigned"
6418079	"10.18730/C3AGN"	"https://ssl.fao.org/glis/doi/10.18730/C3AGN"
6418089	"No DOI assigned"	"No DOI assigned"
6418115	"No DOI assigned"	"No DOI assigned"
6418119	"No DOI assigned"	"No DOI assigned"
6418120	"10.18730/C3ANT"	"https://ssl.fao.org/glis/doi/10.18730/C3ANT"
6418124	"No DOI assigned"	"No DOI assigned"
6418133	"No DOI assigned"	"No DOI assigned"
6418136	"No DOI assigned"	"No DOI assigned"
6418139	"No DOI assigned"	"No DOI assigned"
6418152	"No DOI assigned"	"No DOI assigned"
6418159	"No DOI assigned"	"No DOI assigned"
6418163	"No DOI assigned"	"No DOI assigned"
6418170	"No DOI assigned"	"No DOI assigned"
6418171	"No DOI assigned"	"No DOI assigned"
6418175	"No DOI assigned"	"No DOI assigned"
6418178	"10.18730/C5SZB"	"https://ssl.fao.org/glis/doi/10.18730/C5SZB"
6418184	"No DOI assigned"	"No DOI assigned"
6418185	"No DOI assigned"	"No DOI assigned"
6418186	"No DOI assigned"	"No DOI assigned"
6418187	"10.18730/C5T5H"	"https://ssl.fao.org/glis/doi/10.18730/C5T5H"
6418188	"No DOI assigned"	"No DOI assigned"
6418191	"No DOI assigned"	"No DOI assigned"
6418196	"No DOI assigned"	"No DOI assigned"
6418200	"No DOI assigned"	"No DOI assigned"
6418205	"No DOI assigned"	"No DOI assigned"
6418208	"No DOI assigned"	"No DOI assigned"
6418213	"No DOI assigned"	"No DOI assigned"
6418217	"No DOI assigned"	"No DOI assigned"
6418220	"10.18730/C5T8M"	"https://ssl.fao.org/glis/doi/10.18730/C5T8M"
6418222	"No DOI assigned"	"No DOI assigned"
6418223	"No DOI assigned"	"No DOI assigned"
6418228	"10.18730/C3NVE"	"https://ssl.fao.org/glis/doi/10.18730/C3NVE"
6418235	"10.18730/C3ATZ"	"https://ssl.fao.org/glis/doi/10.18730/C3ATZ"
6418236	"No DOI assigned"	"No DOI assigned"
6418241	"No DOI assigned"	"No DOI assigned"
6418249	"No DOI assigned"	"No DOI assigned"
6418259	"10.18730/C3GDS"	"https://ssl.fao.org/glis/doi/10.18730/C3GDS"
6418260	"10.18730/C4VZD"	"https://ssl.fao.org/glis/doi/10.18730/C4VZD"
6418261	"10.18730/C35ZR"	"https://ssl.fao.org/glis/doi/10.18730/C35ZR"
6418262	"No DOI assigned"	"No DOI assigned"
6418263	"10.18730/C3GET"	"https://ssl.fao.org/glis/doi/10.18730/C3GET"
6418264	"10.18730/C3GFV"	"https://ssl.fao.org/glis/doi/10.18730/C3GFV"
6418272	"10.18730/C3GQ="	"https://ssl.fao.org/glis/doi/10.18730/C3GQ="
6418279	"No DOI assigned"	"No DOI assigned"
6418280	"10.18730/C4W0E"	"https://ssl.fao.org/glis/doi/10.18730/C4W0E"
6418292	"No DOI assigned"	"No DOI assigned"
6418299	"No DOI assigned"	"No DOI assigned"
6418300	"No DOI assigned"	"No DOI assigned"
6418303	"No DOI assigned"	"No DOI assigned"
6418308	"10.18730/C3GT1"	"https://ssl.fao.org/glis/doi/10.18730/C3GT1"
6418311	"10.18730/C587="	"https://ssl.fao.org/glis/doi/10.18730/C587="
6418314	"10.18730/C3GV2"	"https://ssl.fao.org/glis/doi/10.18730/C3GV2"
6418317	"No DOI assigned"	"No DOI assigned"
6418327	"10.18730/C3P9W"	"https://ssl.fao.org/glis/doi/10.18730/C3P9W"
6418330	"No DOI assigned"	"No DOI assigned"
6418338	"10.18730/C588U"	"https://ssl.fao.org/glis/doi/10.18730/C588U"
6418347	"No DOI assigned"	"No DOI assigned"
6418349	"No DOI assigned"	"No DOI assigned"
6418352	"No DOI assigned"	"No DOI assigned"
6418356	"No DOI assigned"	"No DOI assigned"
6418361	"No DOI assigned"	"No DOI assigned"
6418367	"10.18730/C3GZ6"	"https://ssl.fao.org/glis/doi/10.18730/C3GZ6"
6418371	"10.18730/C3H07"	"https://ssl.fao.org/glis/doi/10.18730/C3H07"
6418376	"No DOI assigned"	"No DOI assigned"
6418377	"No DOI assigned"	"No DOI assigned"
6418385	"10.18730/C3H18"	"https://ssl.fao.org/glis/doi/10.18730/C3H18"
6418387	"10.18730/C5890"	"https://ssl.fao.org/glis/doi/10.18730/C5890"
6418398	"No DOI assigned"	"No DOI assigned"
6418399	"10.18730/C3GAP"	"https://ssl.fao.org/glis/doi/10.18730/C3GAP"
6418404	"No DOI assigned"	"No DOI assigned"
6418412	"No DOI assigned"	"No DOI assigned"
6418418	"No DOI assigned"	"No DOI assigned"
6418419	"10.18730/C3GCR"	"https://ssl.fao.org/glis/doi/10.18730/C3GCR"
